63	78	.95	.7
63	64	.95	.7
64	79	1	.75
65	64	.95	.7
65	80	.95	.7
65	66	.95	.7
66	81	1	.75
66	67	1	.75
67	82	.95	.7
68	67	.95	.7
68	83	.95	.7
68	69	.95	.7
69	84	.95	.7
70	69	1	.75
70	85	.95	.7
70	71	.95	.7
71	86	1	.75
72	71	.95	.7
72	87	1	.75
72	73	1	.75
73	88	1	.75
74	73	1	.75
74	89	.95	.7
74	75	.95	.7
75	90	.95	.7
75	76	.95	.7
76	91	.95	.7
77	92	.95	.7
78	77	.95	.7
78	93	1	.75
79	78	1	.75
79	94	1	.75
80	79	1	.75
80	95	1	.75
81	80	1	.75
81	96	.95	.7
81	82	1	.75
82	97	.95	.7
82	83	.95	.7
83	98	1	.75
84	83	1	.75
84	99	.95	.7
84	85	1	.75
85	100	.95	.7
85	86	.95	.7
86	101	.95	.7
87	86	.95	.7
87	102	.95	.7
88	87	.95	.7
88	103	1	.75
89	88	.95	.7
89	104	1	.75
90	89	.95	.7
90	105	1	.75
91	90	.95	.7
91	106	1	.75
92	107	.95	.7
92	93	.95	.7
93	108	.95	.7
94	93	1	.75
94	109	.95	.7
95	94	1	.75
95	110	.95	.7
96	95	1	.75
96	111	1	.75
96	97	.95	.7
97	112	1	.75
97	98	.95	.7
98	113	1	.75
98	99	1	.75
99	114	.95	.7
100	99	.95	.7
100	115	.95	.7
100	101	.95	.7
101	116	.95	.7
101	102	.95	.7
102	117	.95	.7
102	103	1	.75
103	118	1	.75
103	104	.95	.7
104	119	.95	.7
104	105	.95	.7
105	120	.95	.7
105	106	1	.75
106	121	.95	.7
107	122	1	.75
108	107	.95	.7
108	123	.95	.7
108	109	.95	.7
109	124	.95	.7
110	109	.95	.7
110	125	1	.75
110	111	1	.75
111	126	1	.75
112	111	.95	.7
112	127	.95	.7
112	113	.95	.7
113	128	1	.75
113	114	1	.75
114	129	.95	.7
114	115	1	.75
115	130	.95	.7
115	116	.95	.7
116	131	.95	.7
116	117	1	.75
117	132	.95	.7
117	118	.95	.7
118	133	.95	.7
119	118	1	.75
119	134	1	.75
119	120	.95	.7
120	135	1	.75
120	121	1	.75
121	136	1	.75
122	137	1	.75
123	122	1	.75
123	138	.95	.7
123	124	1	.75
124	139	.95	.7
124	125	1	.75
125	140	.95	.7
126	125	.95	.7
126	141	.95	.7
126	127	.95	.7
127	142	1	.75
127	128	1	.75
128	143	1	.75
129	128	1	.75
129	144	.95	.7
130	129	.95	.7
130	145	1	.75
130	131	1	.75
131	146	1	.75
132	131	1	.75
132	147	.95	.7
133	132	1	.75
133	148	1	.75
133	134	.95	.7
134	149	1	.75
135	134	1	.75
135	150	1	.75
136	135	1	.75
136	151	1	.75
137	152	1	.75
137	138	1	.75
138	153	1	.75
138	139	1	.75
139	154	.95	.7
140	139	1	.75
140	155	.95	.7
140	141	1	.75
141	156	.95	.7
141	142	.95	.7
142	157	1	.75
142	143	.95	.7
143	158	.95	.7
143	144	1	.75
144	159	.95	.7
144	145	.95	.7
145	160	.95	.7
145	146	.95	.7
146	161	.95	.7
147	146	.95	.7
147	162	.95	.7
147	148	.95	.7
148	163	1	.75
148	149	.95	.7
149	164	.95	.7
149	150	1	.75
150	165	1	.75
150	151	.95	.7
151	166	.95	.7
152	167	.95	.7
153	152	.95	.7
153	168	1	.75
154	153	.95	.7
154	169	.95	.7
155	154	.95	.7
155	170	.95	.7
156	155	1	.75
156	171	.95	.7
156	157	1	.75
157	172	.95	.7
158	157	1	.75
158	173	.95	.7
159	158	.95	.7
159	174	1	.75
160	159	.95	.7
160	175	1	.75
160	161	1	.75
161	176	1	.75
161	162	1	.75
162	177	.95	.7
163	162	1	.75
163	178	.95	.7
163	164	.95	.7
164	179	.95	.7
165	164	.95	.7
165	180	.95	.7
166	165	.95	.7
166	181	.95	.7
167	182	.95	.7
168	167	.95	.7
168	183	.95	.7
169	168	.95	.7
169	184	.95	.7
170	169	.95	.7
170	185	1	.75
171	170	1	.75
171	186	1	.75
171	172	.95	.7
172	187	1	.75
173	172	.95	.7
173	188	.95	.7
174	173	1	.75
174	189	.95	.7
175	174	.95	.7
175	190	.95	.7
176	175	1	.75
176	191	.95	.7
177	176	.95	.7
177	192	1	.75
177	178	1	.75
178	193	.95	.7
179	178	.95	.7
179	194	.95	.7
179	180	1	.75
180	195	.95	.7
181	180	1	.75
181	196	1	.75
182	197	.95	.7
183	182	.95	.7
183	198	1	.75
184	183	1	.75
184	199	.95	.7
185	184	1	.75
185	200	.95	.7
186	185	1	.75
186	201	.95	.7
186	187	.95	.7
187	202	1	.75
187	188	.95	.7
188	203	.95	.7
188	189	.95	.7
189	204	.95	.7
189	190	.95	.7
190	205	1	.75
190	191	1	.75
191	206	.95	.7
191	192	1	.75
192	207	.95	.7
192	193	1	.75
193	208	.95	.7
194	193	.95	.7
194	209	.95	.7
195	194	.95	.7
195	210	1	.75
195	196	.95	.7
196	211	.95	.7
197	212	1	.75
198	197	1	.75
198	213	1	.75
198	199	1	.75
199	214	1	.75
199	200	1	.75
200	215	1	.75
201	200	1	.75
201	216	1	.75
201	202	1	.75
202	217	.95	.7
203	202	.95	.7
203	218	1	.75
204	203	.95	.7
204	219	.95	.7
205	204	.95	.7
205	220	1	.75
205	206	1	.75
206	221	.95	.7
207	206	.95	.7
207	222	1	.75
208	207	1	.75
208	223	.95	.7
208	209	.95	.7
209	224	1	.75
209	210	.95	.7
210	225	1	.75
211	210	1	.75
211	226	1	.75
